id_credit,UNO,DOS,TRES,CUATRO,CINCO,SEIS,SIETE,OCHO,NUEVE,DIEZ,ONCE,DOCE,TRECE,CATORCE,QUINCE
1013889,Pago recibido,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,,
1013896,Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,
1013920,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,
1013975,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,,,,,,,,,,,
1014029,Pago recibido,Promesa de Pago,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,
1014116,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,
1014124,No contesta la llamada,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),No contesta la llamada,No contesta la llamada,No contesta la llamada,No contesta la llamada,Sin contacto (no atienden),Cambio de Domicilio,No contesta la llamada,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden)
1014260,Pago recibido,,,,,,,,,,,,,,
1014303,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,,
101436,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,,,,,,
1014408,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),,,,,,,,
1014544,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Contacto con Tercero,Cambio de Domicilio,Contacto con Tercero,Contacto con Tercero,,,
1014614,Pago recibido,Pago recibido,Pago No Identificado,Pago No Identificado,,,,,,,,,,,
1014669,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Negativa de pago,Promesa de Pago,,,,,,,,
101495,Convenio Pago Parcial,,,,,,,,,,,,,,
1014997,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,,,,,,
101509,Pago recibido,Pago recibido,Sin contacto (no atienden),,,,,,,,,,,,
1015120,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Sin contacto (no atienden),,,,
1015155,Pago recibido,Promesa de Pago,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Promesa de Pago,Pago recibido,Promesa de Pago,,,
1015160,Pago recibido,,,,,,,,,,,,,,
1015177,Pago recibido,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,,
1015330,Contacto con Tercero,Cambio de Domicilio,Cambio de Domicilio,Cambio de Domicilio,Cambio de Domicilio,Contacto con Tercero,Contacto con Tercero,Cambio de Domicilio,,,,,,,
1015340,Pago recibido,Convenio Pago Parcial,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,,,,,,
1015391,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,
1015560,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden)
1015845,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,,,
1015968,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,,,
1015986,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,
1016108,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,,,
1016126,Contacto con Tercero,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Promesa de Pago,Sin contacto (no atienden),Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Pago recibido,Prestanombre,,
1016327,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,
1016435,Pago recibido,Contacto con Tercero,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Pago recibido,Sin contacto (no atienden),Pago recibido,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Contacto con Tercero,,,
1016455,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,,,
1016684,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,,,,
1016711,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),,
1016908,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,
1016934,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,,,,,,
1016954,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,
1017002,Pago recibido,Promesa de Pago,Promesa de Pago,Contacto con Tercero,,,,,,,,,,,
1017225,Pago recibido,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,,
1017407,Pago recibido,Pago recibido,,,,,,,,,,,,,
1017434,Pago recibido,Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Promesa de Pago,Promesa de Pago,Promesa de Pago,Sin contacto (no atienden),Promesa de Pago,,,
1017624,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,,
1018036,Pago recibido,,,,,,,,,,,,,,
1018054,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,,,,,,,,,,,
1018068,Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Contacto con Tercero
1018125,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Prestanombre,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,,,
1018251,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,,
1018359,Cambio de Domicilio,Sin contacto (no atienden),Pago recibido,,,,,,,,,,,,
1018400,Pago recibido,Pago recibido,Sin contacto (no atienden),Contacto con Tercero,,,,,,,,,,,
1018411,Pago recibido,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,
1018431,Contacto con Tercero,,,,,,,,,,,,,,
1018488,Pago recibido,,,,,,,,,,,,,,
1018567,Pago recibido,Ilocalizable,,,,,,,,,,,,,
1018589,Pago recibido,Sin contacto (no atienden),,,,,,,,,,,,,
1018715,Contacto con Tercero,,,,,,,,,,,,,,
1018819,Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,,
1018908,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,
101895,Pago recibido,Ilocalizable,Sin contacto (no atienden),Pago recibido,Sin contacto (no atienden),Ilocalizable,Ilocalizable,Ilocalizable,Ilocalizable,Ilocalizable,Ilocalizable,Pago recibido,Ilocalizable,,
1019010,Pago recibido,Pago recibido,,,,,,,,,,,,,
1019014,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago
1019022,Pago recibido,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,,
1019096,Pago recibido,,,,,,,,,,,,,,
1019125,Convenio Pago Parcial,No contesta la llamada,Convenio Pago Parcial,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago
1019167,Pago recibido,Pago recibido,,,,,,,,,,,,,
1019168,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago
1019206,Moto recuperada,Prestanombre,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,
1019215,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,,,,,,
1019231,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,,,,,
1019299,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,,,
1019358,Pago recibido,Promesa de Pago,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,,,,,,
1019426,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
1019460,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago
1019504,Promesa de Pago,,,,,,,,,,,,,,
1019632,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,
1019667,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago
101969,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido
1019738,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,,,
1019799,Pago recibido,Contacto con Tercero,,,,,,,,,,,,,
1019839,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,,
1019856,Promesa de Pago,Sin contacto (no atienden),Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,,,,,,,,,
1019875,Ilocalizable,Ilocalizable,Ilocalizable,Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,No contesta la llamada,Sin contacto (no atienden),No contesta la llamada,No contesta la llamada,No contesta la llamada,No contesta la llamada,No contesta la llamada
1019905,Pago recibido,,,,,,,,,,,,,,
1019912,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,,
1019927,Pago recibido,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,,
1020030,Pago recibido,Sin contacto (no atienden),Convenio Pago Parcial,Convenio Pago Parcial,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Convenio Pago Parcial,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,Contacto con Tercero,Sin contacto (no atienden)
1020073,Pago recibido,,,,,,,,,,,,,,
1020182,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,,,,
1020191,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido
1020249,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,,
1020367,Pago recibido,Sin contacto (no atienden),Pago recibido,No contesta la llamada,,,,,,,,,,,
1020381,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,,,,,,,,,,,
1020382,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,
1020418,Promesa de Pago,Promesa de Pago,Negativa de pago,Negativa de pago,,,,,,,,,,,
1020544,Sin contacto (no atienden),Pago recibido,No contesta la llamada,No contesta la llamada,No contesta la llamada,Pago recibido,No contesta la llamada,No contesta la llamada,,,,,,,
102055,Pago recibido,Pago recibido,Promesa de Pago,,,,,,,,,,,,
1020738,Pago recibido,,,,,,,,,,,,,,
1021347,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,,,,,,,
1021568,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,
1021878,Pago recibido,Sin contacto (no atienden),Pago recibido,Sin contacto (no atienden),Contacto con Tercero,Pago recibido,Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,,
1021946,Moto recuperada,,,,,,,,,,,,,,
1021982,Pago recibido,Pago recibido,Sin contacto (no atienden),,,,,,,,,,,,
1021993,Pago recibido,Sin contacto (no atienden),,,,,,,,,,,,,
1022071,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,,,,,,
1022083,Pago recibido,Ilocalizable,Pago recibido,Sin contacto (no atienden),,,,,,,,,,,
1022153,Pago recibido,Cambio de Domicilio,Pago recibido,Sin contacto (no atienden),Cambio de Domicilio,Negativa de pago,Pago recibido,Sin contacto (no atienden),,,,,,,
1022204,Contacto con Tercero,,,,,,,,,,,,,,
1022214,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero
1022244,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,
1022400,Pago recibido,Promesa de Pago,Sin contacto (no atienden),Pago recibido,No contesta la llamada,Pago recibido,Promesa de Pago,,,,,,,,
1022504,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,,,,,,,,
1022506,Promesa de Pago,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,
1022523,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,
1022615,No contesta la llamada,Sin contacto (no atienden),No contesta la llamada,Sin contacto (no atienden),,,,,,,,,,,
1022666,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago
1022753,Pago recibido,Sin contacto (no atienden),,,,,,,,,,,,,
1022867,Pago recibido,Pago recibido,Contacto con Tercero,No contesta la llamada,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,
1023018,Pago recibido,Promesa de Pago,Pago recibido,Ilocalizable,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Contacto con Tercero,Sin contacto (no atienden),,,
1023049,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Promesa de Pago,,,,,,,,,,,
1023091,Pago recibido,Contacto con Tercero,,,,,,,,,,,,,
1023097,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,,,
1023105,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,
1023157,Pago recibido,Sin contacto (no atienden),Pago recibido,Promesa de Pago,Contacto con Tercero,No contesta la llamada,,,,,,,,,
1023361,Promesa de Pago,,,,,,,,,,,,,,
1023503,Pago recibido,Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,,
1023539,Pago recibido,Sin contacto (no atienden),Pago recibido,Contacto con Tercero,Pago recibido,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,
1023542,Pago recibido,Contacto con Tercero,Pago recibido,Promesa de Pago,Pago recibido,Negativa de pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,,,,
1023564,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,,
1023566,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido
1023596,Contacto con Tercero,Ilocalizable,Ilocalizable,Ilocalizable,Promesa de Pago,,,,,,,,,,
1023644,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido
1023733,Negativa de pago,,,,,,,,,,,,,,
1023770,Pago recibido,Prestanombre,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Promesa de Pago,Pago recibido,Negativa de pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Prestanombre,Pago recibido,Promesa de Pago
1023847,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Pago recibido,Pago recibido,Contacto con Tercero,,,,,
1023868,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Convenio Pago Parcial,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Sin contacto (no atienden),,,,,,,
